Produit;Désignation;Vendeur;Raison sociale du vendeur;Expéditeur;Pays;Raison sociale de l'expéditeur;Identifiant appro;SGR;Ligne;Traitée;Rupture minimale;Nombre de jours couverture minimale;Rupture usine;Nombre de jours couverture usine;Rupture usine et parc;Nombre de jours couverture usine + parc;Rupture usine sans encours transport;Nombre de jours couverture sans encours transport;Stock Sens2;Stock départ Minimale;Stock départ usine;Stock départ usine et parc;SGR et ligne;Date fin série;Date transfert série;Date dernier RI;Dotation atelier;Sécu appro;Sécu LUO;Sécu NLIJ;Sécu douane;Unité;Sécu transport amont;Unité;Sécu transport aval;Unité;Sécu transport;Unité;CMJ JL Hebdo;CMJ JL Périodique;Quantité EO;Quantité EF;Quantité XC;Quantité RP;Quantité XP;Quantité DT;Quantité AT;Quantité EP;Quantité AS;Retard en EF/XP;Retard en RQ;Avance en RQ;Commentaire;Date Commentaire;Auteur du commentaire;Date du dernier calcul de couverture
9687459480;I.G.AILE ARG X73;87598P  01;L & L PRODUCTS EUROPE SAS;95940G  01;France;TB PLAST;PENVEN CHRISTIAN;CJ2;1;Non traitée;16/11/15 12:44;23,5;;0;;0;;0;491;214;473;0;CJ2-1;;25/03/2008 01:00:00;;259;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;27;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:04:26
9687603180;RESERVOIR LV ASS;94869T  01;CEBI Luxembourg SA;94869T  01;Luxembourg;CEBI Luxembourg SA;GAUTHER SYLVIE;CJ6;1;Non traitée;05/11/15 12:43;12,5;;0;;0;10/11/2015 09:01:38;17,5;78;46;74;0;CJ6-1;;08/06/2010 02:00:00;;28;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;16;19;56;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:02:30
9688113780;SUPPORT FSC PPL;14681G  01;VOESTALPINE STAMPTEC FRANCE;14681G  01;France;VOESTALPINE STAMPTEC FRANCE;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 07:21;10,5;;0;;0;;0;351;-50;350;0;CJ6-1;;11/05/2009 02:00:00;;400;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;8;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:42
968822991S;ENJ.LAT D MOKA;60116T  01;DECOMA (GERMANY) GMBH;96108P  01;Allemagne;SPEDITION ENKLER GMBH;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;03/11/15 07:24;10,5;03/11/2015 07:24:24;10,5;;0;03/11/2015 07:24:24;10,5;0;-7;-1;0;CJ6-1;;07/04/2015 02:00:00;;6;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;4;3;42;0;0;0;0;0;0;0;0;24;0;0;;;;23/10/2015 16:30:52
968823001S;ENJ.LAT G MOKA;60116T  01;DECOMA (GERMANY) GMBH;96108P  01;Allemagne;SPEDITION ENKLER GMBH;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;03/11/15 07:24;10,5;03/11/2015 07:24:24;10,5;;0;03/11/2015 07:24:24;10,5;-7;-14;-8;0;CJ6-1;;07/04/2015 02:00:00;;6;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;4;3;48;0;0;0;0;0;0;0;0;36;0;0;;;;23/10/2015 16:04:37
9688465880;FX CABLE ANTENNE;98096A  01;FIAMM AUTOMOTIVE CZECH a.s;98096A  01;Rép. tchèque;FIAMM AUTOMOTIVE CZECH a.s;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;09/11/15 08:10;16,5;;0;;0;;0;75;26;66;0;CJ6-1;;05/05/2014 02:00:00;;40;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;4;11;60;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:09:39
9801038680;SPT CABLE BATTER;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;16/11/15 10:51;23,5;;0;;0;12/11/2015 11:39:47;19,5;380;160;360;0;CJ6-1;;07/04/2015 02:00:00;;200;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;49;56;300;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:06:51
9801039280;SPT BICD;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;12/11/15 08:23;19,5;13/11/2015 13:06:17;20,5;;0;12/11/2015 08:23:48;19,5;349;207;307;0;CJ6-1;;10/02/2014 01:00:00;;100;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;68;61;100;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:47
9801468980;CABLE ANTENNE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;France;ASSOCIATION BRETAGNE ATELIERS;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 12:49;10,5;;0;;0;;0;20;1;19;0;CJ6-1;;03/01/2012 01:00:00;;18;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;1;3;6;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:27
9801469080;CABLE ANTENNE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;France;ASSOCIATION BRETAGNE ATELIERS;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 07:13;10,5;;0;;0;;0;19;0;18;0;CJ6-1;;02/01/2012 01:00:00;;18;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:06:22
98022620XT;JEU CAB VIS ROUE;48985U  01;BOURBON AUTOMOTIVE PLASTICS;A000PP  01;France;BOURBON AUTOMOTIVE PLASTICS Morteau;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 10:31;10,5;;0;;0;;0;314;29;314;0;CJ6-1;;01/01/2012 01:00:00;;285;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;45;40;190;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:05:56
9802763880;INJECTEUR LIQUID;81145A  01;CONTINENTAL AUTOMOTIVE FRANCE SAS;81145A  04;France;CONTINENTAL AUTOMOTIVE FRANCE SAS;HENRIO DOMINIQUE;CJ6;1;Non traitée;10/11/15 09:51;17,5;;0;;0;;0;36447;33061;36381;0;CJ6-1;;03/11/2014 01:00:00;;3320;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;6719;4878;0;24300;8100;0;0;0;0;0;0;0;32400;0;;;;23/10/2015 16:30:40
98027680XT;PLAFONNIER;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;France;GRUPO ANTOLIN BESANCON;EVEILLARD ISABELLE;CJ6;1;Non traitée;04/11/15 09:15;11,5;;0;;0;05/11/2015 07:26:19;12,5;153;104;152;0;CJ6-1;;06/02/2012 01:00:00;;48;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;69;65;384;0;0;0;0;0;0;0;0;80;0;0;;;;23/10/2015 16:30:44
98029301GW;BRIN ENOUL C-S;94694C  01;TRW CARR SRO;94694C  03;Rép. tchèque;TRW CARR SRO;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 14:39;11,5;;0;;0;09/11/2015 13:31:58;16,5;37;18;34;0;CJ6-1;;03/09/2012 02:00:00;;16;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;9;8;32;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:05:39
9802985280;AIRBAG LAT PAV;50871U  01;AUTOLIV FRANCE;50871U  02;France;AUTOLIV FRANCE;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 13:49;10,5;;0;;0;04/11/2015 08:58:56;11,5;663;342;486;0;CJ6-1;;03/09/2012 02:00:00;;144;288;39;0;N/A;N/A;N/A;N/A;N/A;N/A;420;M;300;299;1872;0;0;0;0;0;0;0;0;432;0;0;;;;23/10/2015 16:01:58
98030608ZE;PDB DAD SS VTH;48837H  S0;FAURECIA INTERIEUR INDUSTRIE;48837H  03;France;FAURECIA INTERIEUR INDUSTRIE;SOUFFLET BRUNO;CJ6;1;Non traitée;04/11/15 14:42;11,5;;0;;0;03/11/2015 14:55:24;10,5;34;20;28;0;CJ6-1;;03/09/2012 02:00:00;;8;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;240;M;4;17;104;0;0;0;0;0;0;0;0;64;0;0;;;;23/10/2015 16:30:56
9803442580;SPT FSC MOTEUR;17189H  01;SAVREUX CLAUSSE DECOUPAGE;17189H  01;France;SAVREUX CLAUSSE DECOUPAGE;PENVEN CHRISTIAN;CJ6;1;Non traitée;13/11/15 08:56;20,5;16/11/2015 07:50:00;23,5;;0;10/11/2015 14:46:19;17,5;620;488;578;0;CJ6-1;;03/11/2014 01:00:00;;90;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;660;M;104;106;225;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:47
9804333880;SUPPORT ALTERNAT;29079G  01;EUROCAST REYRIEUX;29079G  02;France;EUROCAST REYRIEUX;HENRIO DOMINIQUE;CJ6;1;Non traitée;04/11/15 14:20;11,5;;0;;0;05/11/2015 10:51:26;12,5;210;139;175;0;CJ6-1;;07/04/2015 02:00:00;;36;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;49;56;480;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:03:50
9805086480;TRANSMISSION AVD;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  CA;France;PEUGEOT CITROEN AUTOMOBILE SA;DEME CHRISTINE;CJ6;1;Non traitée;03/11/15 12:14;10,5;;0;;0;04/11/2015 14:24:41;11,5;125;36;99;0;CJ6-1;;16/09/2013 02:00:00;;63;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;71;47;252;0;0;0;0;0;0;0;0;63;0;0;;;;23/10/2015 16:30:53
98053042ZD;BLOC COMMUT;98748J  01;MARQUARDT FRANCE;99483H  01;Allemagne;MARQUARDT GMBH;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 13:48;11,5;18/11/2015 10:06:31;25,5;;0;18/11/2015 10:06:31;25,5;232;44;224;0;CJ6-1;;21/01/2013 01:00:00;;180;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;28;25;320;0;0;0;0;0;0;0;0;320;0;0;;;;23/10/2015 16:30:45
9807242980;FEU AR G DAD;28915D  01;KOITO EUROPE LTD;28915D  01;Grande Bretagne;KOITO EUROPE LTD;MORVAN GILLES;CJ6;1;Non traitée;04/11/15 10:59;11,5;;0;;0;;0;75;32;64;0;CJ6-1;;05/05/2014 02:00:00;;32;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;10;16;48;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:02
9807709080;BICD;94676H  01;VALEO SYSTEMES DE CONTROLE MOTEUR;94676H  03;France;VALEO SYSTEMES DE CONTROLE MOTEUR;DEME CHRISTINE;CJ6;1;Non traitée;05/11/15 10:58;12,5;;0;;0;;0;87;22;76;0;CJ6-1;;10/02/2014 01:00:00;;54;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;12;11;18;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:01:36
98083140EH;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;10/11/15 11:03;17,5;;0;;0;05/11/2015 13:22:30;12,5;77;45;65;0;CJ6-1;;26/08/2013 02:00:00;;20;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;15;17;200;0;0;0;0;0;0;0;0;140;0;0;;;;23/10/2015 16:30:55
98083140K2;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 14:43;11,5;;0;;0;;0;31;10;30;0;CJ6-1;01/05/2016;26/08/2013 02:00:00;;20;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;5;6;70;0;0;0;0;0;0;0;0;50;0;0;;;;23/10/2015 16:06:00
980831439P;VOLET AR SHARK;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;05/11/15 13:00;12,5;;0;;0;;0;13;3;13;0;CJ6-1;01/05/2016;02/06/2014 02:00:00;;10;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;4;2;20;0;0;0;0;0;0;0;0;20;0;0;;;;23/10/2015 16:09:45
98083143EH;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;05/11/15 12:28;12,5;;0;;0;05/11/2015 12:28:27;12,5;36;11;31;0;CJ6-1;;26/08/2013 02:00:00;;20;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;9;10;120;0;0;0;0;0;0;0;0;80;0;0;;;;23/10/2015 16:31:10
98083143K2;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 08:11;11,5;;0;;0;;0;28;8;28;0;CJ6-1;01/05/2016;26/08/2013 02:00:00;;20;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;2;3;40;0;0;0;0;0;0;0;0;30;0;0;;;;23/10/2015 16:31:05
98083143N9;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 11:18;11,5;;0;;0;05/11/2015 09:31:03;12,5;49;22;42;0;CJ6-1;;26/08/2013 02:00:00;;20;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;16;15;180;0;0;0;0;0;0;0;0;130;0;0;;;;23/10/2015 16:30:39
98083143T4;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;05/11/15 11:23;12,5;;0;;0;;0;14;3;13;0;CJ6-1;;26/08/2013 02:00:00;;10;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;2;2;20;0;0;0;0;0;0;0;0;20;0;0;;;;23/10/2015 16:30:43
98083143WP;VOLET AR ASS;56903A  01;PLASTIC OMNIUM COMPOSITES;56903A  12;France;PLASTIC OMNIUM COMPOSITES;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 13:45;11,5;;0;;0;;0;19;5;15;0;CJ6-1;;26/08/2013 02:00:00;;10;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;5;4;50;0;0;0;0;0;0;0;0;40;0;0;;;;23/10/2015 16:30:56
9808515080;SUPPORT COMPRESS;27942W  01;EUROCAST BRIVE;27942W  01;France;EUROCAST BRIVE;DEME CHRISTINE;CJ6;1;Non traitée;13/11/15 10:56;20,5;;0;;0;17/11/2015 13:27:55;24,5;101;31;91;0;CJ6-1;;07/04/2014 02:00:00;;60;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;540;M;12;11;30;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:09:27
98091749ZD;JEU SURTAPIS DC5;48837H  S0;FAURECIA INTERIEUR INDUSTRIE;48837H  36;France;FAURECIA INTERIEUR INDUSTRIE;GAUTHER SYLVIE;CJ6;1;Non traitée;03/11/15 07:07;10,5;;0;;0;;0;50;0;50;0;CJ6-1;01/11/2015;19/12/2013 01:00:00;;50;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;7;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:50
9809478580;CMM DV6FX C54C;23054H  01;ROBERT BOSCH GMBH;55044E  01;France;NORMATRANS;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;16;-3;11;0;CJ6-1;02/11/2015;03/11/2014 01:00:00;;14;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;56;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:00:53
9810493180;EMBASE ANTENNE;51219X  01;HIRSCHMANN CAR COMMUNICATION GMBH;96014M  03;Rép. tchèque;GEFCO CESKA REPUBLIKA SRO;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 07:59;10,5;;0;;0;;0;40;0;40;0;CJ6-1;;07/04/2015 02:00:00;;40;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:53
9811199080;CABLE ANTENNE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;France;ASSOCIATION BRETAGNE ATELIERS;HENRIO DOMINIQUE;CJ6;1;Non traitée;03/11/15 07:46;10,5;;0;;0;;0;7;-5;7;0;CJ6-1;;07/04/2015 02:00:00;;12;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;2;2;12;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:02:08
9811787380;MOT DV6FC 10JBHC;78001H  S0;PEUGEOT CITROEN AUTOMOBILE SA;78001H  MY;France;PEUGEOT CITROEN AUTOMOBILE SA;MORVAN GILLES;CJ6;1;Non traitée;03/11/15 15:09;10,5;;0;;0;04/11/2015 07:52:42;11,5;127;80;86;0;CJ6-1;01/05/2016;07/04/2015 02:00:00;;6;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;49;56;318;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:51
9812189980;BOITIER BSI;84820V  01;VISTEON ELECTRONICS FRANCE;84820V  07;France;VISTEON ELECTRONICS FRANCE;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;03/11/15 14:29;10,5;;0;;0;05/11/2015 12:28:27;12,5;191;72;163;0;CJ6-1;;07/04/2015 02:00:00;;91;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;57;58;221;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:05:54
9813825280;INJ LIQ SCR ENS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;France;ASSOCIATION BRETAGNE ATELIERS;HENRIO DOMINIQUE;CJ6;1;Non traitée;03/11/15 07:00;10,5;03/11/2015 07:00:00;10,5;;0;03/11/2015 07:00:00;10,5;1136;2040;1080;1136;CJ6-1;;12/03/2015 01:00:00;;60;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;104;106;26700;0;0;0;0;0;0;0;60;0;20580;0;;;;23/10/2015 16:01:44
9814196780;SMEG +IV2;18770B  01;MAGNETI MARELLI FRANCE S.A.S.;65906L  01;France;TRANSPORTS CHAVENEAU BERNIS;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;03/11/15 07:11;10,5;;0;;0;;0;16;1;13;0;CJ6-1;02/11/2015;07/04/2015 02:00:00;;12;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;54;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:06:05
9814196880;SMEG +IV2;18770B  01;MAGNETI MARELLI FRANCE S.A.S.;65906L  01;France;TRANSPORTS CHAVENEAU BERNIS;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;03/11/15 07:16;10,5;;0;;0;;0;5;-7;5;0;CJ6-1;02/11/2015;07/04/2015 02:00:00;;12;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;8;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:42
9814766980;COMBIN{ PDB;27624A  01;MAGNETI MARELLI SLOVAKIA S.R.O.;72572G  06;France;GEODIS AUTOMOTIVE EST;GAUTIER CHRISTOPHE;CJ6;1;Non traitée;04/11/15 09:43;11,5;04/11/2015 09:43:32;11,5;;0;04/11/2015 09:43:32;11,5;0;0;0;0;CJ6-1;;31/08/2015 02:00:00;;0;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;0;1;9;0;0;0;0;0;0;0;0;9;0;0;;;;23/10/2015 16:31:05
T532544503;RUBAN ADHESIF;28079V  01;GROUPE SCAPA FRANCE;28079V  01;France;GROUPE SCAPA FRANCE;MORVAN GILLES;CJ6;1;Non traitée;03/11/15 07:14;10,5;;0;;0;;0;1633,18;-85,23;1164,77;0;CJ6-1, CJ3-1;;02/11/2000 01:00:00;;1250;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;8;8;144;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:10:52
T803724021;ALCOOL;22536V  01;KLUTHE FRANCE;22536V  01;France;KLUTHE FRANCE;EVEILLARD ISABELLE;CJ6;1;Non traitée;04/11/15 11:41;11,5;13/11/2015 14:20:38;20,5;;0;13/11/2015 14:20:38;20,5;4457,5;1191,5;4391,5;0;CJ6-1;;01/01/1996 01:00:00;;3200;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;604;605;9600;4000;0;0;0;0;0;0;0;0;2400;0;;;;23/10/2015 16:07:02
T803724022;ALCOOL éTHYL 5L;65517N  12;BRENNTAG SA;65517N  03;France;BRENNTAG SA;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 07:00;10,5;03/11/2015 07:00:00;10,5;;0;03/11/2015 07:00:00;10,5;-43,5;-48,05;-48,05;0;CJ6-1;;14/09/2006 02:00:00;;0;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;300;M;8;8;64;0;0;0;0;0;0;0;0;0;64;0;;;;23/10/2015 16:06:58
T803740151;SOLVANT A.B.G.;22536V  01;KLUTHE FRANCE;22536V  01;France;KLUTHE FRANCE;EVEILLARD ISABELLE;CJ3;1;Non traitée;03/11/15 07:00;10,5;03/11/2015 07:00:00;10,5;;0;03/11/2015 07:00:00;10,5;-30,34;-35,45;-35,45;0;CJ3-1;;01/01/1996 01:00:00;;0;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;9;9;195;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:02:07
T845201661;GRAISSE N4128;84940A  01;TOTAL LUBRIFIANTS;99008S  04;France;RHENUS LOGISTICS FRANCE;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 07:00;10,5;03/11/2015 07:00:00;10,5;;0;03/11/2015 07:00:00;10,5;-21,59;-22,12;-22,12;0;CJ6-1;;01/01/1996 01:00:00;;0;0;58;0;N/A;N/A;N/A;N/A;N/A;N/A;360;M;1;1;0;0;0;0;0;0;0;0;0;0;0;0;attente inventaire BA;13/10/2015 15:01:01;c175543;23/10/2015 16:07:39
V760348480;ECRAN THERMIQ.;37525M  01;ELRINGKLINGER AG;37525M  04;Allemagne;ELRINGKLINGER AG;EVEILLARD ISABELLE;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;309;-9;291;0;CJ6-1;;03/09/2009 02:00:00;;300;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;35;30;150;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:07:19
Z0A0003281;VERNIS PU 2K SC;12939N  04;BASF FRANCE SAS;12939N  09;France;BASF FRANCE SAS;EVEILLARD ISABELLE;CJ3;1;Non traitée;03/11/15 07:00;10,5;03/11/2015 07:00:00;10,5;;0;03/11/2015 07:00:00;10,5;0;-0,19;-0,19;0;CJ3-1;;26/02/2003 01:00:00;;0;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;420;M;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:10:47
Z0A0008134;TEROKAL 1191 250;17915X  01;HENKEL TECHNOLOGIES FRANCE;09463K  02;Espagne;HENKEL IBERICA S.A;PENVEN CHRISTIAN;CJ2;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;1897,68;-2123,3;1876,7;0;CJ2-1;;14/12/2004 01:00:00;;4000;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;19;20;1500;500;0;0;0;0;0;0;0;0;500;0;;;;23/10/2015 16:30:44
Z0A0018682;ABG QUARON CONT.;22536V  01;KLUTHE FRANCE;22536V  01;France;KLUTHE FRANCE;EVEILLARD ISABELLE;CJ3;1;Non traitée;03/11/15 07:00;10,5;03/11/2015 07:00:00;10,5;;0;03/11/2015 07:00:00;10,5;-91,06;-98,15;-98,15;0;CJ3-1;;03/07/2006 02:00:00;;0;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;600;M;12;12;0;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:05:11
Z0A0019572;MASTIC 1159FUT50;17915X  01;HENKEL TECHNOLOGIES FRANCE;09463K  02;Espagne;HENKEL IBERICA S.A;PENVEN CHRISTIAN;CJ2;1;Non traitée;03/11/15 13:02;10,5;;0;;0;;0;48,57;-26,48;48,52;0;CJ2-1;;11/02/2008 01:00:00;;75;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;0;1;100;0;0;0;0;0;0;0;0;0;100;0;;;;23/10/2015 16:31:13
Z0A0019601;IMPRESSION PHOSP;12939N  04;BASF FRANCE SAS;12939N  09;France;BASF FRANCE SAS;EVEILLARD ISABELLE;CJ3;1;Non traitée;10/11/15 12:13;17,5;10/11/2015 12:13:36;17,5;;0;10/11/2015 12:13:36;17,5;2,82;2,58;2,58;0;CJ3-1;;18/09/2007 02:00:00;;0;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;420;M;1;1;0;30;0;0;0;0;0;0;0;0;30;0;;;;23/10/2015 16:31:06
Z0A0022412;BUTEE SUP COFFRE;28920J  01;EXSTO THERMOPLASTICS;28920J  02;France;EXSTO THERMOPLASTICS;EVEILLARD ISABELLE;CJ2;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;10758;-3355,53;10444,47;0;CJ2-1;;26/07/2010 02:00:00;;13800;0;39;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;296;293;9200;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:06:42
Z0A0026679;CONDUCTEUR;92906J  01;PRYSMIAN CABLES ET SYSTEMES;13736E  43;France;GEFCO FRANCE SAS;GAUTHER SYLVIE;CJ6;1;Non traitée;03/11/15 08:29;10,5;;0;;0;;0;53;0,9;50,9;0;CJ6-1;;01/07/2013 02:00:00;;50;0;77;0;N/A;N/A;N/A;N/A;N/A;N/A;120;M;4;4;630;0;0;0;0;0;0;0;0;0;0;0;;;;23/10/2015 16:08:35
Z0A0026819;ACTIVATEUR;94852Z  01;DOW FRANCE;22698U  01;Allemagne;DOW OLEFINVERBUND GMBH;PENVEN CHRISTIAN;CJ6;1;Non traitée;03/11/15 07:00;10,5;;0;;0;;0;27,25;-22,19;25,81;0;CJ6-1;;26/01/2015 01:00:00;;48;0;20;0;N/A;N/A;N/A;N/A;N/A;N/A;720;M;3;3;144;0;0;0;0;0;0;0;0;0;144;0;;;;23/10/2015 16:30:43
